,-77.282200,-77.281438,-77.280677,-77.279916,-77.279155,-77.278394,-77.277632,-77.276871,-77.276110,-77.275349,-77.274588,-77.273826,-77.273065,-77.272304,-77.271543,-77.270782,-77.270020,-77.269259,-77.268498,-77.267737,-77.266976,-77.266214,-77.265453,-77.264692,-77.263931,-77.263170,-77.262408,-77.261647,-77.260886,-77.260125,-77.259364,-77.258602,-77.257841,-77.257080,-77.256319,-77.255558,-77.254796,-77.254035,-77.253274,-77.252513,-77.251752,-77.250990,-77.250229,-77.249468,-77.248707,-77.247946,-77.247184,-77.246423,-77.245662,-77.244901,-77.244140,-77.243378,-77.242617,-77.241856,-77.241095,-77.240334,-77.239572,-77.238811,-77.238050,-77.237289,-77.236528,-77.235766,-77.235005,-77.234244,-77.233483,-77.232722,-77.231960,-77.231199,-77.230438,-77.229677,-77.228916,-77.228154,-77.227393,-77.226632,-77.225871,-77.225110,-77.224348,-77.223587,-77.222826,-77.222065,-77.221304,-77.220542,-77.219781,-77.219020,-77.218259,-77.217498,-77.216736,-77.215975,-77.215214,-77.214453,-77.213692,-77.212930,-77.212169,-77.211408,-77.210647,-77.209886,-77.209124,-77.208363,-77.207602,-77.206841
39.858830,167.381347656,166.572845459,164.592437744,164.196121216,163.960861206,164.301849365,165.769256592,168.128250122,171.970657349,175.182830811,178.396453857,182.25819397,183.652496338,181.972061157,182.65196228,185.343765259,190.27104187,194.987335205,201.659179688,199.101898193,193.424316406,189.903182983,187.052093506,183.424331665,181.20223999,180.55317688,179.993637085,179.176513672,176.337020874,173.899475098,171.063323975,169.654510498,168.260009766,171.723464966,178.607910156,181.111602783,179.911819458,178.407516479,177.84954834,181.612289429,179.19480896,174.232788086,171.604232788,170.149414062,170.4009552,172.389251709,174.194168091,178.731323242,184.19972229,186.888153076,181.825027466,175.181945801,174.092651367,171.586853027,168.526443481,168.756607056,167.080551147,166.775421143,164.109970093,163.485015869,160.092315674,160.341842651,161.135940552,158.032302856,154.487243652,153.21484375,152.070343018,151.465209961,151.381637573,151.695602417,151.474807739,151.213775635,150.826248169,151.302093506,150.845458984,151.049133301,147.98147583,147.506896973,147.153945923,147.507125854,149.082290649,153.14730835,154.931533813,155.160003662,157.932388306,156.948379517,158.233016968,158.629882812,158.238494873,160.01373291,161.198074341,163.954986572,167.754577637,169.504425049,170.48815918,172.324813843,174.121963501,174.44859314,175.03427124,178.112869263
39.858245,167.813262939,168.666183472,164.823486328,163.833114624,163.817199707,164.321304321,166.191329956,169.450210571,174.854598999,176.748687744,180.139434814,181.577728271,181.90802002,180.665008545,180.840621948,185.002960205,188.687103271,193.293609619,202.465927124,203.847381592,194.729309082,190.190002441,187.297424316,183.348983765,180.84828186,179.197036743,179.534851074,178.371307373,174.353973389,171.875762939,170.536346436,168.136505127,167.843444824,174.037490845,179.529998779,179.811141968,178.662200928,176.989990234,178.930877686,181.532608032,178.104568481,172.771881104,170.51663208,169.718429565,170.182174683,172.089889526,174.663238525,179.091445923,185.136642456,188.544494629,183.766494751,179.130157471,176.447753906,173.332244873,170.158706665,172.404022217,168.170883179,168.219100952,163.853317261,161.748550415,159.686767578,157.720092773,157.731201172,156.086959839,154.762588501,154.614593506,153.552246094,153.872573853,150.589599609,150.127456665,150.384536743,150.76184082,149.934387207,150.626266479,150.754760742,148.558837891,147.511367798,147.279998779,146.180664062,148.351776123,150.254302979,152.446609497,154.123031616,156.621047974,159.284622192,159.199996948,158.755813599,161.486480713,160.385925293,160.719070435,162.446960449,166.602874756,168.431411743,169.061035156,169.814544678,171.073791504,172.342086792,174.276290894,174.575241089,177.973999023
39.857660,167.451293945,167.816574097,163.785903931,163.575668335,163.653015137,164.78918457,167.150756836,169.792861938,173.125915527,176.455734253,178.857910156,180.763702393,180.568481445,178.917877197,179.786071777,183.583496094,185.142913818,188.41809082,192.945617676,194.417205811,191.91317749,189.04800415,186.24420166,182.819595337,180.669891357,178.687255859,176.544509888,176.3387146,174.335464478,172.065673828,169.383773804,167.547653198,169.583435059,176.070068359,180.144973755,180.144241333,178.111083984,175.997360229,179.888656616,181.234176636,176.474441528,171.55291748,170.00730896,169.241897583,170.376251221,172.689453125,174.809265137,179.838272095,185.886108398,189.557220459,183.897109985,179.620437622,175.237792969,172.356033325,176.163635254,174.524871826,168.588241577,167.929229736,164.289291382,161.789291382,159.55291748,157.273788452,156.48614502,155.376022339,154.413192749,155.72694397,156.455749512,154.927658081,153.92124939,150.542938232,149.283370972,149.980667114,149.233001709,149.340011597,149.470703125,148.070724487,147.364990234,147.125686646,146.341491699,148.860305786,152.498016357,155.478942871,155.506896973,157.616607666,158.222488403,159.309997559,160.677993774,161.007064819,162.573379517,161.728652954,164.342086792,167.119018555,166.957382202,167.0599823,168.676300049,169.675003052,169.563995361,170.898223877,174.166107178,177.785507202
39.857076,167.013305664,165.702667236,163.25390625,163.374557495,163.497009277,165.899459839,168.94909668,174.415405273,174.428604126,175.997360229,179.062088013,180.859970093,179.975585938,177.628509521,178.484512329,180.369552612,180.492630005,181.490692139,184.575576782,188.525024414,188.349090576,186.902191162,184.074813843,181.937225342,180.617553711,179.616470337,177.082061768,173.687408447,171.940383911,170.888214111,168.835494995,167.622680664,171.508071899,178.038360596,180.72038269,181.140670776,177.561248779,176.424026489,180.306015015,181.091201782,174.616119385,170.371231079,169.205215454,168.619995117,170.009475708,171.620956421,174.600311279,180.699707031,186.773757935,190.1849823,184.250350952,178.970458984,176.33757019,178.189971924,178.260726929,176.508117676,168.166320801,167.241668701,165.340621948,161.81086731,159.844696045,158.465515137,157.34954834,156.879806519,155.931472778,155.733978271,157.455612183,155.610626221,153.115753174,151.160980225,150.120285034,148.417282104,148.276290894,147.921630859,147.912658691,147.600845337,147.397232056,147.064941406,147.672576904,149.248321533,151.814025879,153.334823608,154.436187744,156.059158325,158.165756226,160.474349976,162.384246826,162.914901733,162.914489746,163.874847412,165.27432251,166.383758545,165.185241699,165.964141846,167.470306396,167.24432373,168.558364868,171.462905884,175.024230957,177.880279541
39.856491,166.217422485,163.419998169,163.164886475,163.036590576,164.266662598,166.963287354,171.232971191,178.802597046,177.905334473,177.60748291,180.08241272,179.891265869,178.685562134,177.236282349,175.442214966,176.600509644,176.289596558,176.481582642,179.508255005,183.630340576,185.216567993,184.025299072,181.804641724,181.178237915,180.003936768,179.040496826,176.906295776,174.107070923,171.268615723,169.468765259,168.219451904,167.585800171,173.240753174,177.939224243,179.944213867,179.960998535,176.023269653,177.737609863,180.417419434,176.327331543,172.029632568,170.255935669,168.909332275,168.526580811,168.993591309,170.700561523,173.796188354,180.45715332,187.277679443,190.712890625,186.609466553,182.469146729,178.94342041,180.104263306,179.578521729,176.184402466,167.09046936,167.014190674,166.809738159,163.873062134,159.704742432,158.231445312,157.27696228,155.605331421,154.834442139,154.239746094,154.764389038,154.761154175,152.263717651,151.415283203,150.290054321,149.796096802,150.606231689,148.761108398,147.567398071,147.282455444,147.68536377,145.583984375,148.286407471,150.969619751,154.467559814,155.205444336,155.815200806,157.537353516,158.725097656,160.688354492,161.325942993,162.765655518,162.742553711,165.220230103,165.123718262,164.662506104,163.858230591,164.855773926,165.232666016,166.504974365,169.272369385,171.784210205,173.491836548,174.222808838
39.855907,163.057373047,162.772201538,163.016448975,163.425750732,165.33921814,169.173431396,174.485076904,180.325439453,179.633956909,179.560592651,179.869155884,179.110626221,177.042037964,176.078979492,173.563949585,173.751800537,173.436035156,173.977035522,176.748703003,180.42250061,182.35333252,181.324829102,180.118438721,179.827423096,179.070083618,177.49230957,174.683181763,173.1043396,171.574172974,170.285949707,167.452758789,168.257278442,175.72718811,180.129714966,180.52545166,177.728469849,174.826431274,178.550811768,180.312423706,176.077377319,171.169372559,169.792907715,169.282363892,167.992752075,168.540237427,170.381225586,174.265258789,180.507110596,186.86227417,189.764694214,188.041244507,185.455245972,181.62789917,180.876296997,179.487503052,173.694442749,168.189483643,167.607192993,167.491287231,161.572937012,159.085662842,158.172454834,156.911087036,156.157043457,154.494735718,153.349304199,152.817611694,152.463485718,151.630813599,150.652450562,151.412963867,153.096847534,150.694061279,149.630081177,147.630004883,147.146438599,146.805725098,147.123626709,149.967178345,151.146652222,153.89630127,153.150741577,154.448135376,156.261703491,157.932830811,160.240631104,162.119308472,161.364227295,163.120620728,163.72718811,163.302658081,162.796356201,162.460372925,162.737747192,164.000823975,166.506896973,170.228103638,170.986755371,170.597869873,170.615097046
39.855322,162.675140381,162.830841064,162.827728271,164.217941284,166.977523804,172.347183228,176.073394775,179.749176025,179.718551636,179.464202881,178.607543945,178.558074951,177.034973145,174.427581787,172.377120972,171.381774902,171.378890991,172.512008667,174.904647827,178.02041626,180.404846191,179.224853516,178.784942627,179.071136475,178.723358154,176.773880005,174.301589966,171.496795654,169.77355957,168.656280518,166.753463745,170.599441528,176.589874268,179.428512573,178.730682373,176.17930603,175.201751709,179.238418579,179.903900146,173.684860229,169.807769775,169.263824463,168.888839722,167.580001831,168.173294067,170.243530273,173.862686157,180.20324707,186.170333862,187.612609863,188.578109741,187.11529541,183.332702637,182.463897705,179.118301392,171.122360229,168.092559814,167.512588501,162.874435425,159.983215332,158.042984009,157.112335205,156.995025635,155.846206665,154.026519775,153.364868164,152.605422974,151.368637085,151.110610962,152.630584717,154.153518677,153.362411499,151.489990234,150.351638794,147.193893433,146.933151245,146.753540039,146.925430298,150.947647095,151.142944336,152.505279541,154.788742065,155.267089844,158.042510986,158.892623901,161.681045532,162.081878662,160.141235352,161.372848511,162.384689331,161.842910767,162.187042236,161.153656006,162.483978271,164.900741577,167.278503418,169.13999939,169.92805481,169.215240479,168.420959473
39.854738,162.54864502,162.639907837,164.251571655,166.434799194,171.214065552,177.226074219,179.866455078,179.868865967,178.770935059,177.557830811,177.483596802,177.682357788,177.032012939,174.770004272,171.56602478,170.424530029,170.081176758,170.815811157,173.370773315,177.288497925,178.598129272,178.047531128,177.657318115,178.589920044,178.250549316,175.764938354,174.358703613,172.014816284,170.082138062,167.8256073,167.061965942,172.54826355,178.057617188,179.521057129,177.368225098,174.1615448,175.758377075,178.558609009,176.247497559,171.911621094,169.512069702,168.310440063,168.344085693,167.408721924,168.113372803,170.306900024,173.998306274,179.488891602,184.768951416,184.956161499,187.932540894,187.199890137,181.864517212,176.772918701,174.691497803,169.980606079,169.354980469,168.653152466,164.064025879,159.916610718,158.373428345,158.191864014,157.364852905,155.532653809,153.703979492,153.012023926,152.976226807,154.06867981,152.722015381,153.675949097,152.962356567,151.697341919,150.76083374,149.776367188,147.015380859,146.950134277,146.379333496,147.338424683,151.431808472,151.250762939,153.121383667,154.86000061,156.044494629,156.339889526,158.73815918,161.263427734,163.363815308,159.200866699,161.880065918,160.700958252,160.714736938,161.9868927,160.534942627,163.440002441,166.19972229,167.918823242,167.440505981,167.953720093,168.641967773,166.282791138
39.854153,163.497619629,164.269775391,166.388076782,170.303497314,175.376815796,180.684326172,180.530075073,179.035232544,178.063949585,176.855957031,175.544906616,175.785354614,175.624969482,172.674377441,171.669265747,169.454315186,168.88180542,169.90335083,172.744049072,176.455841064,177.055084229,176.935180664,177.170059204,178.276947021,176.644592285,173.937225342,171.544708252,170.125686646,169.510528564,166.508407593,167.699752808,173.508605957,178.058578491,179.407012939,176.964111328,172.119796753,176.901855469,178.0259552,172.644500732,170.062927246,169.109283447,168.790969849,167.609710693,166.843612671,168.220046997,170.067092896,173.704406738,177.295669556,181.242782593,184.989120483,188.646179199,187.165313721,180.36114502,173.432220459,169.629440308,167.886169434,168.027984619,167.393508911,162.162307739,160.152679443,158.52684021,157.269348145,156.145263672,155.307891846,153.636260986,154.068771362,155.337097168,154.312774658,153.64793396,152.717269897,151.622085571,149.854370117,149.82409668,147.693191528,146.766189575,146.845870972,146.458770752,147.606445312,151.539993286,151.18132019,153.236190796,154.224716187,156.465515137,156.517501831,158.341690063,159.971664429,159.112045288,159.582870483,161.592941284,159.115127563,160.30909729,159.501602173,160.752319336,163.998504639,166.756378174,166.17276001,165.291671753,166.30696106,167.71875,165.549804688
