"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-77.20608,39.85883,587.50,179.07
2,-77.20684,39.85883,584.35,178.11
3,-77.20760,39.85883,574.25,175.03
4,-77.20836,39.85883,572.28,174.43
5,-77.20912,39.85883,571.19,174.10
6,-77.20989,39.85883,-9999,-9999
7,-77.21065,39.85883,559.35,170.49
8,-77.21141,39.85883,556.10,169.50
9,-77.21217,39.85883,550.36,167.75
10,-77.21293,39.85883,537.89,163.95
11,-77.21369,39.85883,528.87,161.20
12,-77.21445,39.85883,525.00,160.02
13,-77.21521,39.85883,519.09,158.22
14,-77.21598,39.85883,520.44,158.63
15,-77.21674,39.85883,519.13,158.23
16,-77.21750,39.85883,514.93,156.95
17,-77.21826,39.85883,518.14,157.93
18,-77.21902,39.85883,509.06,155.16
19,-77.21978,39.85883,508.30,154.93
20,-77.22054,39.85883,502.46,153.15
21,-77.22130,39.85883,489.30,149.14
22,-77.22207,39.85883,483.96,147.51
23,-77.22283,39.85883,482.78,147.15
24,-77.22359,39.85883,483.96,147.51
25,-77.22435,39.85883,485.50,147.98
26,-77.22511,39.85883,495.57,151.05
27,-77.22587,39.85883,494.91,150.85
28,-77.22663,39.85883,496.39,151.30
29,-77.22739,39.85883,494.85,150.83
30,-77.22815,39.85883,496.10,151.21
31,-77.22892,39.85883,496.95,151.47
32,-77.22968,39.85883,497.70,151.70
33,-77.23044,39.85883,496.65,151.38
34,-77.23120,39.85883,496.95,151.47
35,-77.23196,39.85883,498.92,152.07
36,-77.23272,39.85883,502.66,153.21
37,-77.23348,39.85883,506.79,154.47
38,-77.23424,39.85883,518.14,157.93
39,-77.23501,39.85883,528.67,161.14
40,-77.23577,39.85883,526.05,160.34
41,-77.23653,39.85883,525.23,160.09
42,-77.23729,39.85883,536.38,163.49
43,-77.23805,39.85883,538.42,164.11
44,-77.23881,39.85883,547.18,166.78
45,-77.23957,39.85883,548.16,167.08
46,-77.24033,39.85883,553.67,168.76
47,-77.24110,39.85883,552.92,168.53
48,-77.24186,39.85883,562.96,171.59
49,-77.24262,39.85883,571.16,174.09
50,-77.24338,39.85883,574.74,175.18
51,-77.24414,39.85883,596.56,181.83
52,-77.24490,39.85883,613.16,186.89
53,-77.24566,39.85883,604.33,184.20
54,-77.24642,39.85883,586.38,178.73
55,-77.24718,39.85883,571.62,174.23
56,-77.24795,39.85883,565.58,172.39
57,-77.24871,39.85883,559.06,170.40
58,-77.24947,39.85883,558.23,170.15
59,-77.25023,39.85883,562.99,171.60
60,-77.25099,39.85883,571.62,174.23
61,-77.25175,39.85883,587.89,179.19
62,-77.25251,39.85883,595.83,181.61
63,-77.25327,39.85883,583.56,177.87
64,-77.25404,39.85883,585.33,178.41
65,-77.25480,39.85883,590.26,179.91
66,-77.25556,39.85883,594.19,181.11
67,-77.25632,39.85883,585.99,178.61
68,-77.25708,39.85883,563.39,171.72
69,-77.25784,39.85883,552.03,168.26
70,-77.25860,39.85883,556.59,169.65
71,-77.25936,39.85883,561.22,171.06
72,-77.26013,39.85883,570.54,173.90
73,-77.26089,39.85883,578.54,176.34
74,-77.26165,39.85883,587.86,179.18
75,-77.26241,39.85883,590.52,179.99
76,-77.26317,39.85883,592.36,180.55
77,-77.26393,39.85883,594.49,181.20
78,-77.26469,39.85883,601.77,183.42
79,-77.26545,39.85883,613.68,187.05
80,-77.26621,39.85883,622.83,189.84
81,-77.26698,39.85883,634.58,193.42
82,-77.26774,39.85883,653.22,199.10
83,-77.26850,39.85883,661.61,201.66
84,-77.26926,39.85883,639.73,194.99
85,-77.27002,39.85883,624.25,190.27
86,-77.27078,39.85883,608.07,185.34
87,-77.27154,39.85883,599.25,182.65
88,-77.27230,39.85883,597.21,182.03
89,-77.27307,39.85883,602.53,183.65
