"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-82.93335,39.81440,734.78,223.96
2,-82.93411,39.81440,736.12,224.37
3,-82.93487,39.81440,736.84,224.59
4,-82.93563,39.81440,737.89,224.91
5,-82.93639,39.81440,739.17,225.30
6,-82.93715,39.81440,740.19,225.61
7,-82.93792,39.81440,741.01,225.86
8,-82.93868,39.81440,740.12,225.59
9,-82.93944,39.81440,738.81,225.19
10,-82.94020,39.81440,739.04,225.26
11,-82.94096,39.81440,741.04,225.87
12,-82.94172,39.81440,741.24,225.93
13,-82.94248,39.81440,741.27,225.94
14,-82.94324,39.81440,738.19,225.00
15,-82.94401,39.81440,739.83,225.50
16,-82.94477,39.81440,740.26,225.63
17,-82.94553,39.81440,740.06,225.57
18,-82.94629,39.81440,740.16,225.60
19,-82.94705,39.81440,742.22,226.23
20,-82.94781,39.81440,740.58,225.73
21,-82.94857,39.81440,738.19,225.00
22,-82.94933,39.81440,738.22,225.01
23,-82.95010,39.81440,737.50,224.79
24,-82.95086,39.81440,731.59,222.99
25,-82.95162,39.81440,732.94,223.40
26,-82.95238,39.81440,731.04,222.82
27,-82.95314,39.81440,729.89,222.47
28,-82.95390,39.81440,728.90,222.17
29,-82.95466,39.81440,727.66,221.79
30,-82.95542,39.81440,726.08,221.31
31,-82.95618,39.81440,722.77,220.30
32,-82.95695,39.81440,718.50,219.00
33,-82.95771,39.81440,718.14,218.89
34,-82.95847,39.81440,718.34,218.95
35,-82.95923,39.81440,718.21,218.91
36,-82.95999,39.81440,718.21,218.91
37,-82.96075,39.81440,714.76,217.86
38,-82.96151,39.81440,712.43,217.15
39,-82.96227,39.81440,709.15,216.15
40,-82.96304,39.81440,707.78,215.73
41,-82.96380,39.81440,714.37,217.74
42,-82.96456,39.81440,720.21,219.52
43,-82.96532,39.81440,713.52,217.48
44,-82.96608,39.81440,726.41,221.41
45,-82.96684,39.81440,721.62,219.95
46,-82.96760,39.81440,688.16,209.75
47,-82.96836,39.81440,690.26,210.39
48,-82.96913,39.81440,695.70,212.05
