"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
143,-82.13637,39.82083,791.01,241.10
144,-82.13713,39.82083,785.33,239.37
145,-82.13789,39.82083,779.63,237.63
146,-82.13866,39.82083,783.76,238.89
147,-82.13942,39.82083,785.14,239.31
148,-82.14018,39.82083,815.26,248.49
149,-82.14094,39.82083,811.84,247.45
150,-82.14170,39.82083,784.88,239.23
151,-82.14246,39.82083,780.77,237.98
152,-82.14322,39.82083,781.66,238.25
153,-82.14398,39.82083,781.50,238.20
154,-82.14475,39.82083,-9999,-9999
155,-82.14551,39.82083,787.73,240.10
156,-82.14627,39.82083,792.95,241.69
157,-82.14703,39.82083,800.66,244.04
158,-82.14779,39.82083,806.27,245.75
159,-82.14855,39.82083,825.23,251.53
160,-82.14931,39.82083,825.75,251.69
161,-82.15007,39.82083,837.93,255.40
162,-82.15084,39.82083,855.74,260.83
163,-82.15160,39.82083,860.33,262.23
164,-82.15236,39.82083,854.43,260.43
165,-82.15312,39.82083,842.22,256.71
166,-82.15388,39.82083,825.85,251.72
167,-82.15464,39.82083,803.48,244.90
168,-82.15540,39.82083,800.49,243.99
169,-82.15616,39.82083,820.54,250.10
170,-82.15692,39.82083,862.96,263.03
171,-82.15769,39.82083,898.98,274.01
172,-82.15845,39.82083,888.12,270.70
173,-82.15921,39.82083,923.33,281.43
174,-82.15997,39.82083,938.58,286.08
175,-82.16073,39.82083,944.59,287.91
176,-82.16149,39.82083,952.82,290.42
177,-82.16225,39.82083,959.22,292.37
178,-82.16301,39.82083,969.13,295.39
179,-82.16378,39.82083,948.39,289.07
180,-82.16454,39.82083,926.54,282.41
181,-82.16530,39.82083,937.14,285.64
182,-82.16606,39.82083,897.51,273.56
183,-82.16682,39.82083,892.29,271.97
184,-82.16758,39.82083,936.88,285.56
185,-82.16834,39.82083,955.97,291.38
186,-82.16910,39.82083,958.27,292.08
187,-82.16987,39.82083,946.46,288.48
188,-82.17063,39.82083,957.48,291.84
189,-82.17139,39.82083,925.52,282.10
190,-82.17215,39.82083,964.47,293.97
191,-82.17291,39.82083,958.53,292.16
192,-82.17367,39.82083,950.66,289.76
193,-82.17443,39.82083,908.76,276.99
194,-82.17519,39.82083,899.77,274.25
195,-82.17595,39.82083,915.49,279.04
196,-82.17672,39.82083,918.57,279.98
197,-82.17748,39.82083,941.50,286.97
198,-82.17824,39.82083,958.46,292.14
199,-82.17900,39.82083,966.27,294.52
200,-82.17976,39.82083,977.99,298.09
201,-82.17976,39.82025,971.19,296.02
202,-82.18052,39.82025,980.68,298.91
203,-82.18128,39.82025,973.49,296.72
204,-82.18204,39.82025,969.23,295.42
205,-82.18281,39.82025,951.94,290.15
206,-82.18357,39.82025,902.95,275.22
207,-82.18433,39.82025,935.96,285.28
208,-82.18509,39.82025,973.85,296.83
209,-82.18585,39.82025,978.41,298.22
210,-82.18661,39.82025,1009.32,307.64
211,-82.18737,39.82025,981.92,299.29
212,-82.18813,39.82025,986.71,300.75
213,-82.18890,39.82025,962.43,293.35
214,-82.18966,39.82025,974.02,296.88
215,-82.19042,39.82025,943.37,287.54
216,-82.19118,39.82025,976.64,297.68
217,-82.19194,39.82025,995.47,303.42
218,-82.19270,39.82025,982.09,299.34
219,-82.19346,39.82025,976.54,297.65
220,-82.19422,39.82025,993.67,302.87
221,-82.19498,39.82025,980.71,298.92
222,-82.19575,39.82025,983.96,299.91
223,-82.19651,39.82025,1012.34,308.56
224,-82.19727,39.82025,1015.85,309.63
225,-82.19803,39.82025,1015.03,309.38
226,-82.19879,39.82025,1016.04,309.69
227,-82.19955,39.82025,1019.19,310.65
228,-82.20031,39.82025,1033.76,315.09
229,-82.20107,39.82025,1010.24,307.92
230,-82.20184,39.82025,1022.90,311.78
231,-82.20260,39.82025,993.80,302.91
232,-82.20336,39.82025,967.32,294.84
233,-82.20412,39.82025,939.24,286.28
234,-82.20488,39.82025,916.21,279.26
235,-82.20564,39.82025,914.67,278.79
236,-82.20640,39.82025,915.39,279.01
237,-82.20716,39.82025,906.59,276.33
238,-82.20793,39.82025,894.46,272.63
239,-82.20869,39.82025,900.46,274.46
240,-82.20945,39.82025,888.09,270.69
241,-82.21021,39.82025,887.34,270.46
242,-82.21097,39.82025,876.48,267.15
243,-82.21173,39.82025,878.51,267.77
244,-82.21249,39.82025,867.52,264.42
245,-82.21325,39.82025,861.09,262.46
246,-82.21401,39.82025,862.14,262.78
247,-82.21478,39.82025,864.70,263.56
248,-82.21554,39.82025,876.77,267.24
249,-82.21630,39.82025,870.67,265.38
250,-82.21706,39.82025,871.69,265.69
251,-82.21782,39.82025,874.44,266.53
252,-82.21858,39.82025,876.94,267.29
253,-82.21934,39.82025,890.42,271.40
254,-82.22010,39.82025,909.38,277.18
255,-82.22087,39.82025,920.93,280.70
256,-82.22163,39.82025,933.23,284.45
257,-82.22239,39.82025,936.58,285.47
258,-82.22315,39.82025,958.46,292.14
259,-82.22391,39.82025,986.61,300.72
260,-82.22467,39.82025,1010.93,308.13
261,-82.22543,39.82025,1016.99,309.98
262,-82.22619,39.82025,1012.83,308.71
263,-82.22696,39.82025,1004.92,306.30
264,-82.22772,39.82025,993.37,302.78
265,-82.22848,39.82025,1006.07,306.65
266,-82.22924,39.82025,-9999,-9999
267,-82.23000,39.82025,1001.08,305.13
268,-82.23076,39.82025,992.91,302.64
269,-82.23152,39.82025,958.53,292.16
270,-82.23228,39.82025,969.72,295.57
271,-82.23304,39.82025,967.06,294.76
272,-82.23381,39.82025,949.64,289.45
273,-82.23457,39.82025,948.95,289.24
274,-82.23533,39.82025,944.16,287.78
275,-82.23609,39.82025,939.11,286.24
276,-82.23685,39.82025,939.40,286.33
277,-82.23761,39.82025,942.98,287.42
278,-82.23837,39.82025,948.20,289.01
279,-82.23913,39.82025,966.04,294.45
280,-82.23990,39.82025,977.46,297.93
281,-82.24066,39.82025,983.33,299.72
282,-82.24142,39.82025,975.13,297.22
283,-82.24218,39.82025,991.34,302.16
284,-82.24294,39.82025,1012.34,308.56
285,-82.24370,39.82025,1038.71,316.60
286,-82.24446,39.82025,1051.48,320.49
287,-82.24522,39.82025,1050.30,320.13
288,-82.24599,39.82025,1044.95,318.50
289,-82.24675,39.82025,1049.15,319.78
290,-82.24751,39.82025,1046.03,318.83
291,-82.24827,39.82025,1044.29,318.30
292,-82.24903,39.82025,-9999,-9999
293,-82.24979,39.82025,1042.88,317.87
294,-82.25055,39.82025,1052.69,320.86
295,-82.25131,39.82025,1062.30,323.79
296,-82.25207,39.82025,1060.17,323.14
297,-82.25284,39.82025,1058.69,322.69
298,-82.25360,39.82025,1056.27,321.95
299,-82.25436,39.82025,1044.09,318.24
300,-82.25512,39.82025,1051.54,320.51
301,-82.25512,39.81966,1037.83,316.33
302,-82.25588,39.81966,1045.87,318.78
303,-82.25664,39.81966,1038.16,316.43
304,-82.25740,39.81966,1023.39,311.93
305,-82.25816,39.81966,1008.56,307.41
306,-82.25893,39.81966,987.80,301.08
307,-82.25969,39.81966,-9999,-9999
308,-82.26045,39.81966,959.09,292.33
309,-82.26121,39.81966,971.19,296.02
310,-82.26197,39.81966,975.92,297.46
311,-82.26273,39.81966,1003.41,305.84
312,-82.26349,39.81966,1004.63,306.21
313,-82.26425,39.81966,1010.33,307.95
314,-82.26502,39.81966,-9999,-9999
315,-82.26578,39.81966,1012.99,308.76
316,-82.26654,39.81966,993.04,302.68
317,-82.26730,39.81966,977.62,297.98
318,-82.26806,39.81966,992.55,302.53
319,-82.26882,39.81966,1011.32,308.25
320,-82.26958,39.81966,1023.39,311.93
321,-82.27034,39.81966,1010.86,308.11
322,-82.27110,39.81966,999.84,304.75
323,-82.27187,39.81966,984.65,300.12
324,-82.27263,39.81966,982.15,299.36
325,-82.27339,39.81966,1009.74,307.77
326,-82.27415,39.81966,998.98,304.49
327,-82.27491,39.81966,979.66,298.60
328,-82.27567,39.81966,938.71,286.12
329,-82.27643,39.81966,947.74,288.87
330,-82.27719,39.81966,970.51,295.81
331,-82.27796,39.81966,957.48,291.84
332,-82.27872,39.81966,922.70,281.24
333,-82.27948,39.81966,904.49,275.69
334,-82.28024,39.81966,885.01,269.75
335,-82.28100,39.81966,881.63,268.72
336,-82.28176,39.81966,877.03,267.32
337,-82.28252,39.81966,883.56,269.31
338,-82.28328,39.81966,891.63,271.77
339,-82.28405,39.81966,909.32,277.16
340,-82.28481,39.81966,909.55,277.23
341,-82.28557,39.81966,914.11,278.62
342,-82.28633,39.81966,920.21,280.48
343,-82.28709,39.81966,934.32,284.78
344,-82.28785,39.81966,957.38,291.81
345,-82.28861,39.81966,983.17,299.67
346,-82.28937,39.81966,983.23,299.69
347,-82.29013,39.81966,895.31,272.89
348,-82.29090,39.81966,895.14,272.84
349,-82.29166,39.81966,898.92,273.99
350,-82.29242,39.81966,893.24,272.26
351,-82.29318,39.81966,896.69,273.31
352,-82.29394,39.81966,902.56,275.10
353,-82.29470,39.81966,909.65,277.26
354,-82.29546,39.81966,913.94,278.57
355,-82.29622,39.81966,917.75,279.73
356,-82.29699,39.81966,921.10,280.75
357,-82.29775,39.81966,936.48,285.44
358,-82.29851,39.81966,941.57,286.99
359,-82.29927,39.81966,937.53,285.76
360,-82.30003,39.81966,961.68,293.12
361,-82.30079,39.81966,977.69,298.00
362,-82.30155,39.81966,989.76,301.68
363,-82.30231,39.81966,994.26,303.05
364,-82.30308,39.81966,988.06,301.16
365,-82.30384,39.81966,965.19,294.19
366,-82.30460,39.81966,949.41,289.38
367,-82.30536,39.81966,942.06,287.14
368,-82.30612,39.81966,-9999,-9999
369,-82.30688,39.81966,981.99,299.31
370,-82.30764,39.81966,1000.79,305.04
371,-82.30840,39.81966,1011.38,308.27
372,-82.30916,39.81966,1011.58,308.33
373,-82.30993,39.81966,998.72,304.41
374,-82.31069,39.81966,988.42,301.27
375,-82.31145,39.81966,991.54,302.22
376,-82.31221,39.81966,1012.27,308.54
377,-82.31297,39.81966,1036.32,315.87
378,-82.31373,39.81966,1049.54,319.90
379,-82.31449,39.81966,1041.04,317.31
380,-82.31525,39.81966,1074.48,327.50
381,-82.31602,39.81966,1086.48,331.16
382,-82.31678,39.81966,1087.60,331.50
383,-82.31754,39.81966,1084.61,330.59
384,-82.31830,39.81966,1111.71,338.85
385,-82.31906,39.81966,1126.31,343.30
386,-82.31982,39.81966,1131.23,344.80
387,-82.32058,39.81966,1132.25,345.11
388,-82.32134,39.81966,1123.49,342.44
389,-82.32211,39.81966,1121.19,341.74
390,-82.32287,39.81966,1105.91,337.08
391,-82.32363,39.81966,1082.32,329.89
392,-82.32439,39.81966,1085.86,330.97
393,-82.32515,39.81966,1093.21,333.21
394,-82.32591,39.81966,1086.19,331.07
395,-82.32667,39.81966,1063.85,324.26
396,-82.32743,39.81966,1043.77,318.14
397,-82.32819,39.81966,1054.79,321.50
398,-82.32896,39.81966,1064.83,324.56
399,-82.32972,39.81966,1070.44,326.27
400,-82.33048,39.81966,1066.54,325.08
