"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-84.44052,39.80271,1012.70,308.67
2,-84.44129,39.80271,1013.42,308.89
3,-84.44205,39.80271,1012.93,308.74
4,-84.44281,39.80271,1012.27,308.54
5,-84.44357,39.80271,1008.83,307.49
6,-84.44433,39.80271,1005.05,306.34
7,-84.44509,39.80271,1000.98,305.10
8,-84.44585,39.80271,1002.92,305.69
9,-84.44661,39.80271,1006.20,306.69
10,-84.44738,39.80271,1007.41,307.06
11,-84.44814,39.80271,1002.10,305.44
12,-84.44890,39.80271,1003.35,305.82
13,-84.44966,39.80271,1010.53,308.01
14,-84.45042,39.80271,1013.32,308.86
15,-84.45118,39.80271,1009.15,307.59
16,-84.45194,39.80271,1009.55,307.71
17,-84.45270,39.80271,1007.81,307.18
18,-84.45347,39.80271,1011.42,308.28
19,-84.45423,39.80271,1014.17,309.12
20,-84.45499,39.80271,1010.70,308.06
21,-84.45575,39.80271,1009.74,307.77
22,-84.45651,39.80271,1014.44,309.20
23,-84.45727,39.80271,1013.42,308.89
24,-84.45803,39.80271,1013.98,309.06
25,-84.45879,39.80271,1014.34,309.17
26,-84.45955,39.80271,1015.03,309.38
27,-84.46032,39.80271,1015.72,309.59
28,-84.46108,39.80271,1012.70,308.67
29,-84.46184,39.80271,1014.80,309.31
30,-84.46260,39.80271,1014.37,309.18
31,-84.46336,39.80271,1017.49,310.13
32,-84.46412,39.80271,1017.45,310.12
33,-84.46488,39.80271,1019.52,310.75
34,-84.46564,39.80271,1015.49,309.52
35,-84.46641,39.80271,1015.12,309.41
36,-84.46717,39.80271,1016.24,309.75
37,-84.46793,39.80271,1015.91,309.65
38,-84.46869,39.80271,1015.03,309.38
39,-84.46945,39.80271,1016.21,309.74
40,-84.47021,39.80271,1015.35,309.48
41,-84.47097,39.80271,1016.34,309.78
42,-84.47173,39.80271,1014.24,309.14
43,-84.47250,39.80271,1018.80,310.53
44,-84.47326,39.80271,1019.82,310.84
45,-84.47402,39.80271,1015.22,309.44
46,-84.47478,39.80271,1012.73,308.68
47,-84.47554,39.80271,1011.06,308.17
48,-84.47630,39.80271,1010.43,307.98
49,-84.47706,39.80271,1010.20,307.91
50,-84.47782,39.80271,1010.40,307.97
51,-84.47858,39.80271,1012.30,308.55
52,-84.47935,39.80271,1012.86,308.72
53,-84.48011,39.80271,1011.75,308.38
54,-84.48087,39.80271,1008.04,307.25
55,-84.48163,39.80271,1007.45,307.07
56,-84.48239,39.80271,1007.05,306.95
57,-84.48315,39.80271,1009.71,307.76
58,-84.48391,39.80271,1010.79,308.09
59,-84.48467,39.80271,1011.94,308.44
60,-84.48544,39.80271,1013.88,309.03
61,-84.48620,39.80271,1013.45,308.90
62,-84.48696,39.80271,1017.13,310.02
63,-84.48772,39.80271,1016.50,309.83
64,-84.48848,39.80271,1015.55,309.54
65,-84.48924,39.80271,1014.67,309.27
66,-84.49000,39.80271,1010.30,307.94
67,-84.49076,39.80271,1013.98,309.06
68,-84.49153,39.80271,1011.12,308.19
69,-84.49229,39.80271,1012.86,308.72
70,-84.49305,39.80271,1013.42,308.89
71,-84.49381,39.80271,1013.78,309.00
72,-84.49457,39.80271,1012.20,308.52
73,-84.49533,39.80271,1002.95,305.70
74,-84.49609,39.80271,1001.44,305.24
75,-84.49685,39.80271,999.51,304.65
76,-84.49761,39.80271,1001.64,305.30
77,-84.49838,39.80271,1007.94,307.22
78,-84.49914,39.80271,1006.33,306.73
79,-84.49990,39.80271,1007.51,307.09
80,-84.50066,39.80271,1008.99,307.54
81,-84.50142,39.80271,1011.25,308.23
82,-84.50218,39.80271,1010.63,308.04
