"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-78.11039,39.85182,879.95,268.21
2,-78.11115,39.85182,848.56,258.64
3,-78.11191,39.85182,836.29,254.90
4,-78.11267,39.85182,799.25,243.61
5,-78.11343,39.85182,827.40,252.19
6,-78.11419,39.85182,868.04,264.58
7,-78.11495,39.85182,890.88,271.54
8,-78.11571,39.85182,855.25,260.68
9,-78.11648,39.85182,813.02,247.81
10,-78.11724,39.85182,789.63,240.68
11,-78.11800,39.85182,822.47,250.69
12,-78.11876,39.85182,808.43,246.41
13,-78.11952,39.85182,781.36,238.16
14,-78.12028,39.85182,747.97,227.98
15,-78.12104,39.85182,778.31,237.23
16,-78.12180,39.85182,750.66,228.80
17,-78.12256,39.85182,820.77,250.17
18,-78.12333,39.85182,771.39,235.12
19,-78.12409,39.85182,739.11,225.28
20,-78.12485,39.85182,689.40,210.13
21,-78.12561,39.85182,664.24,202.46
22,-78.12637,39.85182,721.78,220.00
23,-78.12713,39.85182,760.47,231.79
24,-78.12789,39.85182,757.74,230.96
25,-78.12865,39.85182,733.73,223.64
26,-78.12942,39.85182,754.76,230.05
27,-78.13018,39.85182,780.28,237.83
28,-78.13094,39.85182,796.92,242.90
29,-78.13170,39.85182,775.00,236.22
30,-78.13246,39.85182,727.40,221.71
31,-78.13322,39.85182,702.00,213.97
32,-78.13398,39.85182,649.48,197.96
33,-78.13474,39.85182,608.04,185.33
34,-78.13551,39.85182,597.31,182.06
35,-78.13627,39.85182,596.36,181.77
36,-78.13703,39.85182,598.69,182.48
37,-78.13779,39.85182,678.74,206.88
38,-78.13855,39.85182,692.26,211.00
39,-78.13931,39.85182,704.82,214.83
40,-78.14007,39.85182,690.09,210.34
41,-78.14083,39.85182,660.11,201.20
42,-78.14159,39.85182,638.09,194.49
43,-78.14236,39.85182,643.04,196.00
44,-78.14312,39.85182,658.17,200.61
45,-78.14388,39.85182,652.26,198.81
46,-78.14464,39.85182,630.31,192.12
47,-78.14540,39.85182,621.72,189.50
48,-78.14616,39.85182,654.40,199.46
49,-78.14692,39.85182,684.97,208.78
50,-78.14768,39.85182,680.38,207.38
51,-78.14845,39.85182,655.71,199.86
52,-78.14921,39.85182,641.34,195.48
53,-78.14997,39.85182,677.30,206.44
54,-78.15073,39.85182,697.21,212.51
55,-78.15149,39.85182,683.43,208.31
56,-78.15225,39.85182,718.54,219.01
57,-78.15301,39.85182,735.30,224.12
58,-78.15377,39.85182,745.73,227.30
59,-78.15454,39.85182,748.95,228.28
60,-78.15530,39.85182,775.85,236.48
61,-78.15606,39.85182,792.88,241.67
62,-78.15682,39.85182,798.59,243.41
63,-78.15758,39.85182,809.68,246.79
64,-78.15834,39.85182,794.95,242.30
65,-78.15910,39.85182,796.92,242.90
66,-78.15986,39.85182,814.04,248.12
67,-78.16062,39.85182,818.04,249.34
68,-78.16139,39.85182,802.82,244.70
69,-78.16215,39.85182,775.23,236.29
70,-78.16291,39.85182,770.24,234.77
71,-78.16367,39.85182,780.97,238.04
72,-78.16443,39.85182,809.58,246.76
73,-78.16519,39.85182,819.46,249.77
74,-78.16595,39.85182,808.86,246.54
75,-78.16671,39.85182,799.51,243.69
76,-78.16748,39.85182,817.98,249.32
77,-78.16824,39.85182,822.44,250.68
78,-78.16900,39.85182,819.75,249.86
79,-78.16976,39.85182,818.83,249.58
80,-78.17052,39.85182,766.80,233.72
81,-78.17128,39.85182,805.71,245.58
82,-78.17204,39.85182,807.91,246.25
83,-78.17280,39.85182,787.57,240.05
84,-78.17357,39.85182,750.85,228.86
85,-78.17433,39.85182,792.49,241.55
86,-78.17509,39.85182,784.68,239.17
87,-78.17585,39.85182,802.53,244.61
88,-78.17661,39.85182,800.20,243.90
89,-78.17737,39.85182,813.09,247.83
90,-78.17813,39.85182,823.46,250.99
91,-78.17889,39.85182,821.19,250.30
92,-78.17965,39.85182,829.63,252.87
93,-78.18042,39.85182,848.72,258.69
94,-78.18118,39.85182,859.35,261.93
95,-78.18194,39.85182,856.73,261.13
96,-78.18270,39.85182,861.22,262.50
97,-78.18346,39.85182,864.47,263.49
98,-78.18422,39.85182,829.99,252.98
99,-78.18498,39.85182,825.95,251.75
100,-78.18574,39.85182,808.27,246.36
101,-78.18574,39.85123,849.97,259.07
102,-78.18651,39.85123,867.65,264.46
103,-78.18727,39.85123,853.12,260.03
104,-78.18803,39.85123,849.18,258.83
105,-78.18879,39.85123,850.16,259.13
106,-78.18955,39.85123,864.07,263.37
107,-78.19031,39.85123,876.21,267.07
108,-78.19107,39.85123,885.27,269.83
109,-78.19183,39.85123,902.95,275.22
110,-78.19260,39.85123,921.75,280.95
111,-78.19336,39.85123,937.47,285.74
112,-78.19412,39.85123,953.05,290.49
113,-78.19488,39.85123,964.53,293.99
114,-78.19564,39.85123,965.58,294.31
115,-78.19640,39.85123,973.85,296.83
116,-78.19716,39.85123,974.54,297.04
117,-78.19792,39.85123,991.40,302.18
118,-78.19868,39.85123,1002.00,305.41
119,-78.19945,39.85123,989.60,301.63
120,-78.20021,39.85123,989.76,301.68
121,-78.20097,39.85123,964.21,293.89
122,-78.20173,39.85123,999.67,304.70
123,-78.20249,39.85123,1024.67,312.32
124,-78.20325,39.85123,1024.67,312.32
125,-78.20401,39.85123,1038.55,316.55
126,-78.20477,39.85123,1025.79,312.66
127,-78.20554,39.85123,1021.98,311.50
128,-78.20630,39.85123,1037.76,316.31
129,-78.20706,39.85123,1036.55,315.94
130,-78.20782,39.85123,1055.68,321.77
131,-78.20858,39.85123,1050.82,320.29
132,-78.20934,39.85123,1059.97,323.08
133,-78.21010,39.85123,1103.51,336.35
134,-78.21086,39.85123,1131.53,344.89
135,-78.21163,39.85123,1171.98,357.22
136,-78.21239,39.85123,1206.63,367.78
137,-78.21315,39.85123,1253.84,382.17
138,-78.21391,39.85123,1341.11,408.77
139,-78.21467,39.85123,1435.30,437.48
140,-78.21543,39.85123,1534.97,467.86
141,-78.21619,39.85123,1606.66,489.71
142,-78.21695,39.85123,1619.55,493.64
143,-78.21771,39.85123,1596.19,486.52
144,-78.21848,39.85123,1547.80,471.77
145,-78.21924,39.85123,1452.23,442.64
146,-78.22000,39.85123,1384.12,421.88
147,-78.22076,39.85123,1335.89,407.18
148,-78.22152,39.85123,1288.29,392.67
149,-78.22228,39.85123,1244.32,379.27
150,-78.22304,39.85123,1214.27,370.11
151,-78.22380,39.85123,1185.86,361.45
152,-78.22457,39.85123,1154.04,351.75
153,-78.22533,39.85123,1091.90,332.81
154,-78.22609,39.85123,1093.37,333.26
155,-78.22685,39.85123,1069.82,326.08
156,-78.22761,39.85123,1032.78,314.79
157,-78.22837,39.85123,1042.03,317.61
158,-78.22913,39.85123,1065.68,324.82
159,-78.22989,39.85123,1069.03,325.84
160,-78.23066,39.85123,1040.16,317.04
161,-78.23142,39.85123,997.54,304.05
162,-78.23218,39.85123,972.34,296.37
163,-78.23294,39.85123,967.78,294.98
164,-78.23370,39.85123,990.52,301.91
165,-78.23446,39.85123,949.05,289.27
166,-78.23522,39.85123,938.29,285.99
167,-78.23598,39.85123,939.04,286.22
