"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-80.22043,39.83545,1384.94,422.13
2,-80.22119,39.83545,1345.47,410.10
3,-80.22195,39.83545,1283.40,391.18
4,-80.22272,39.83545,1230.94,375.19
5,-80.22348,39.83545,1177.07,358.77
6,-80.22424,39.83545,1174.57,358.01
7,-80.22500,39.83545,1143.24,348.46
8,-80.22576,39.83545,1098.29,334.76
9,-80.22652,39.83545,1067.88,325.49
10,-80.22728,39.83545,1054.72,321.48
11,-80.22804,39.83545,1060.20,323.15
12,-80.22881,39.83545,1142.59,348.26
13,-80.22957,39.83545,1173.92,357.81
14,-80.23033,39.83545,1213.35,369.83
15,-80.23109,39.83545,1272.47,387.85
16,-80.23185,39.83545,1343.41,409.47
17,-80.23261,39.83545,1401.67,427.23
18,-80.23337,39.83545,1407.94,429.14
19,-80.23413,39.83545,1373.52,418.65
20,-80.23489,39.83545,1331.76,405.92
21,-80.23566,39.83545,1301.57,396.72
22,-80.23642,39.83545,1284.32,391.46
23,-80.23718,39.83545,1245.01,379.48
24,-80.23794,39.83545,1153.77,351.67
25,-80.23870,39.83545,1093.90,333.42
26,-80.23946,39.83545,1020.21,310.96
27,-80.24022,39.83545,1025.36,312.53
28,-80.24098,39.83545,1089.44,332.06
29,-80.24175,39.83545,1116.34,340.26
30,-80.24251,39.83545,1134.88,345.91
31,-80.24327,39.83545,1157.12,352.69
32,-80.24403,39.83545,1197.47,364.99
33,-80.24479,39.83545,1241.83,378.51
34,-80.24555,39.83545,1305.81,398.01
35,-80.24631,39.83545,1290.55,393.36
36,-80.24707,39.83545,1236.91,377.01
37,-80.24784,39.83545,1166.99,355.70
38,-80.24860,39.83545,1128.22,343.88
39,-80.24936,39.83545,1179.82,359.61
40,-80.25012,39.83545,1168.27,356.09
41,-80.25088,39.83545,1124.28,342.68
42,-80.25164,39.83545,1079.27,328.96
43,-80.25240,39.83545,1028.51,313.49
44,-80.25316,39.83545,1026.77,312.96
45,-80.25392,39.83545,1052.23,320.72
46,-80.25469,39.83545,1100.00,335.28
47,-80.25545,39.83545,1125.72,343.12
48,-80.25621,39.83545,1129.27,344.20
49,-80.25697,39.83545,1120.05,341.39
50,-80.25773,39.83545,1104.49,336.65
51,-80.25849,39.83545,1089.99,332.23
52,-80.25925,39.83545,1070.24,326.21
