"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-83.53622,39.80973,1082.84,330.05
2,-83.53698,39.80973,1084.22,330.47
3,-83.53774,39.80973,1087.24,331.39
4,-83.53850,39.80973,1087.60,331.50
5,-83.53926,39.80973,1087.86,331.58
6,-83.54003,39.80973,1086.78,331.25
7,-83.54079,39.80973,1088.78,331.86
8,-83.54155,39.80973,1095.31,333.85
9,-83.54231,39.80973,1095.24,333.83
10,-83.54307,39.80973,1095.21,333.82
11,-83.54383,39.80973,1094.39,333.57
12,-83.54459,39.80973,1093.37,333.26
13,-83.54535,39.80973,1092.42,332.97
14,-83.54611,39.80973,1092.03,332.85
15,-83.54688,39.80973,1092.98,333.14
16,-83.54764,39.80973,1095.11,333.79
17,-83.54840,39.80973,1099.34,335.08
18,-83.54916,39.80973,1098.43,334.80
19,-83.54992,39.80973,1098.26,334.75
20,-83.55068,39.80973,1102.62,336.08
21,-83.55144,39.80973,1111.48,338.78
22,-83.55220,39.80973,1105.05,336.82
23,-83.55297,39.80973,1110.70,338.54
24,-83.55373,39.80973,1108.60,337.90
25,-83.55449,39.80973,1108.23,337.79
26,-83.55525,39.80973,1107.55,337.58
27,-83.55601,39.80973,1108.56,337.89
28,-83.55677,39.80973,1110.70,338.54
29,-83.55753,39.80973,1113.81,339.49
30,-83.55829,39.80973,1115.29,339.94
31,-83.55906,39.80973,1119.13,341.11
32,-83.55982,39.80973,1122.74,342.21
33,-83.56058,39.80973,1122.97,342.28
34,-83.56134,39.80973,1126.97,343.50
35,-83.56210,39.80973,1132.32,345.13
36,-83.56286,39.80973,1126.74,343.43
37,-83.56362,39.80973,1128.22,343.88
38,-83.56438,39.80973,1127.43,343.64
39,-83.56514,39.80973,1129.23,344.19
40,-83.56591,39.80973,1133.79,345.58
41,-83.56667,39.80973,1136.75,346.48
42,-83.56743,39.80973,1124.90,342.87
43,-83.56819,39.80973,1125.66,343.10
44,-83.56895,39.80973,1126.35,343.31
45,-83.56971,39.80973,1125.66,343.10
46,-83.57047,39.80973,1125.66,343.10
47,-83.57123,39.80973,1127.46,343.65
48,-83.57200,39.80973,1126.51,343.36
49,-83.57276,39.80973,1128.31,343.91
50,-83.57352,39.80973,1127.69,343.72
51,-83.57428,39.80973,1128.94,344.10
52,-83.57504,39.80973,1128.67,344.02
53,-83.57580,39.80973,1130.64,344.62
54,-83.57656,39.80973,1131.33,344.83
55,-83.57732,39.80973,1130.91,344.70
56,-83.57809,39.80973,1130.68,344.63
57,-83.57885,39.80973,1131.04,344.74
58,-83.57961,39.80973,1132.05,345.05
59,-83.58037,39.80973,1133.66,345.54
60,-83.58113,39.80973,1133.83,345.59
61,-83.58189,39.80973,1134.88,345.91
62,-83.58265,39.80973,1134.81,345.89
63,-83.58341,39.80973,1134.58,345.82
64,-83.58417,39.80973,1134.09,345.67
65,-83.58494,39.80973,1135.33,346.05
66,-83.58570,39.80973,1136.91,346.53
67,-83.58646,39.80973,1137.93,346.84
68,-83.58722,39.80973,1140.52,347.63
69,-83.58798,39.80973,1139.17,347.22
70,-83.58874,39.80973,1138.91,347.14
71,-83.58950,39.80973,1136.58,346.43
72,-83.59026,39.80973,1136.58,346.43
73,-83.59103,39.80973,1136.58,346.43
74,-83.59179,39.80973,1136.58,346.43
