"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
261,-83.43117,39.81090,1015.12,309.41
262,-83.43193,39.81090,1019.00,310.59
263,-83.43270,39.81090,1018.27,310.37
264,-83.43346,39.81090,-9999,-9999
265,-83.43422,39.81090,1023.46,311.95
266,-83.43498,39.81090,1023.26,311.89
267,-83.43574,39.81090,1022.64,311.70
268,-83.43650,39.81090,-9999,-9999
269,-83.43726,39.81090,1021.49,311.35
270,-83.43802,39.81090,1023.79,312.05
271,-83.43879,39.81090,1024.02,312.12
272,-83.43955,39.81090,1024.87,312.38
273,-83.44031,39.81090,1025.20,312.48
274,-83.44107,39.81090,1024.64,312.31
275,-83.44183,39.81090,1026.08,312.75
276,-83.44259,39.81090,1027.00,313.03
277,-83.44335,39.81090,1028.02,313.34
278,-83.44411,39.81090,1028.97,313.63
279,-83.44488,39.81090,1032.09,314.58
280,-83.44564,39.81090,1034.38,315.28
281,-83.44640,39.81090,1034.74,315.39
282,-83.44716,39.81090,1036.35,315.88
283,-83.44792,39.81090,1037.50,316.23
284,-83.44868,39.81090,1038.09,316.41
285,-83.44944,39.81090,1040.26,317.07
286,-83.45020,39.81090,1042.03,317.61
287,-83.45096,39.81090,1042.26,317.68
288,-83.45173,39.81090,1044.65,318.41
289,-83.45249,39.81090,1045.37,318.63
290,-83.45325,39.81090,1046.46,318.96
291,-83.45401,39.81090,1044.26,318.29
292,-83.45477,39.81090,1045.14,318.56
293,-83.45553,39.81090,1046.29,318.91
294,-83.45629,39.81090,1045.44,318.65
295,-83.45705,39.81090,1048.46,319.57
296,-83.45782,39.81090,1051.15,320.39
297,-83.45858,39.81090,1052.95,320.94
298,-83.45934,39.81090,1051.80,320.59
299,-83.46010,39.81090,1051.25,320.42
300,-83.46086,39.81090,1050.00,320.04
301,-83.46086,39.81031,1052.40,320.77
302,-83.46162,39.81031,1050.16,320.09
303,-83.46238,39.81031,1050.33,320.14
304,-83.46314,39.81031,1052.82,320.90
305,-83.46391,39.81031,1052.17,320.70
306,-83.46467,39.81031,1050.13,320.08
307,-83.46543,39.81031,1046.69,319.03
308,-83.46619,39.81031,1047.21,319.19
309,-83.46695,39.81031,1047.80,319.37
310,-83.46771,39.81031,1048.72,319.65
311,-83.46847,39.81031,1050.26,320.12
312,-83.46923,39.81031,1054.63,321.45
313,-83.46999,39.81031,1056.66,322.07
314,-83.47076,39.81031,1068.57,325.70
315,-83.47152,39.81031,1071.65,326.64
316,-83.47228,39.81031,1071.39,326.56
317,-83.47304,39.81031,1078.71,328.79
318,-83.47380,39.81031,1092.09,332.87
319,-83.47456,39.81031,1090.49,332.38
320,-83.47532,39.81031,1088.16,331.67
321,-83.47608,39.81031,1093.54,333.31
322,-83.47685,39.81031,1092.36,332.95
323,-83.47761,39.81031,1086.12,331.05
324,-83.47837,39.81031,1091.57,332.71
325,-83.47913,39.81031,1097.90,334.64
326,-83.47989,39.81031,1096.42,334.19
327,-83.48065,39.81031,1101.12,335.62
328,-83.48141,39.81031,1103.64,336.39
329,-83.48217,39.81031,1102.07,335.91
330,-83.48294,39.81031,1098.49,334.82
331,-83.48370,39.81031,1098.00,334.67
332,-83.48446,39.81031,1095.73,333.98
333,-83.48522,39.81031,1094.29,333.54
334,-83.48598,39.81031,1091.90,332.81
335,-83.48674,39.81031,1091.57,332.71
336,-83.48750,39.81031,1091.57,332.71
337,-83.48826,39.81031,1093.54,333.31
338,-83.48902,39.81031,1095.77,333.99
339,-83.48979,39.81031,1089.76,332.16
340,-83.49055,39.81031,1087.99,331.62
341,-83.49131,39.81031,1085.79,330.95
342,-83.49207,39.81031,1085.04,330.72
343,-83.49283,39.81031,1083.96,330.39
344,-83.49359,39.81031,1082.48,329.94
345,-83.49435,39.81031,1081.82,329.74
346,-83.49511,39.81031,1081.14,329.53
347,-83.49588,39.81031,1080.74,329.41
348,-83.49664,39.81031,1079.95,329.17
349,-83.49740,39.81031,1079.86,329.14
350,-83.49816,39.81031,1081.56,329.66
351,-83.49892,39.81031,1081.82,329.74
352,-83.49968,39.81031,1079.66,329.08
353,-83.50044,39.81031,1079.46,329.02
354,-83.50120,39.81031,1079.46,329.02
355,-83.50197,39.81031,1079.27,328.96
356,-83.50273,39.81031,1079.27,328.96
357,-83.50349,39.81031,1081.17,329.54
358,-83.50425,39.81031,1087.70,331.53
359,-83.50501,39.81031,1092.59,333.02
360,-83.50577,39.81031,1092.32,332.94
361,-83.50653,39.81031,1091.31,332.63
362,-83.50729,39.81031,1092.39,332.96
363,-83.50805,39.81031,1098.62,334.86
364,-83.50882,39.81031,1098.03,334.68
365,-83.50958,39.81031,1098.69,334.88
366,-83.51034,39.81031,1102.07,335.91
367,-83.51110,39.81031,1098.59,334.85
368,-83.51186,39.81031,1093.04,333.16
369,-83.51262,39.81031,1088.06,331.64
370,-83.51338,39.81031,1086.38,331.13
371,-83.51414,39.81031,1084.78,330.64
372,-83.51491,39.81031,1083.92,330.38
373,-83.51567,39.81031,1083.46,330.24
374,-83.51643,39.81031,1082.68,330.00
375,-83.51719,39.81031,1081.23,329.56
376,-83.51795,39.81031,1081.73,329.71
377,-83.51871,39.81031,1082.48,329.94
378,-83.51947,39.81031,1083.20,330.16
379,-83.52023,39.81031,1082.32,329.89
380,-83.52100,39.81031,1081.63,329.68
381,-83.52176,39.81031,1083.73,330.32
382,-83.52252,39.81031,1083.79,330.34
383,-83.52328,39.81031,1083.04,330.11
384,-83.52404,39.81031,1084.15,330.45
385,-83.52480,39.81031,1084.94,330.69
386,-83.52556,39.81031,1085.99,331.01
387,-83.52632,39.81031,1085.96,331.00
388,-83.52708,39.81031,1084.84,330.66
389,-83.52785,39.81031,1085.63,330.90
390,-83.52861,39.81031,1085.33,330.81
391,-83.52937,39.81031,1086.25,331.09
392,-83.53013,39.81031,1086.91,331.29
393,-83.53089,39.81031,1086.38,331.13
394,-83.53165,39.81031,1086.81,331.26
395,-83.53241,39.81031,1087.73,331.54
396,-83.53317,39.81031,1087.04,331.33
397,-83.53394,39.81031,1086.68,331.22
398,-83.53470,39.81031,1086.88,331.28
399,-83.53546,39.81031,1086.38,331.13
400,-83.53622,39.81031,1083.69,330.31
