"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-83.23478,39.81207,936.94,285.58
2,-83.23555,39.81207,937.04,285.61
3,-83.23631,39.81207,936.98,285.59
4,-83.23707,39.81207,934.78,284.92
5,-83.23783,39.81207,936.71,285.51
6,-83.23859,39.81207,932.28,284.16
7,-83.23935,39.81207,929.99,283.46
8,-83.24011,39.81207,929.27,283.24
9,-83.24087,39.81207,929.86,283.42
10,-83.24163,39.81207,928.94,283.14
11,-83.24240,39.81207,930.22,283.53
12,-83.24316,39.81207,927.20,282.61
13,-83.24392,39.81207,928.61,283.04
14,-83.24468,39.81207,926.38,282.36
15,-83.24544,39.81207,926.84,282.50
16,-83.24620,39.81207,926.21,282.31
17,-83.24696,39.81207,919.09,280.14
18,-83.24772,39.81207,926.90,282.52
19,-83.24849,39.81207,931.79,284.01
20,-83.24925,39.81207,931.89,284.04
21,-83.25001,39.81207,935.70,285.20
22,-83.25077,39.81207,935.89,285.26
23,-83.25153,39.81207,936.52,285.45
24,-83.25229,39.81207,937.17,285.65
25,-83.25305,39.81207,939.83,286.46
26,-83.25381,39.81207,940.52,286.67
27,-83.25458,39.81207,942.39,287.24
28,-83.25534,39.81207,941.77,287.05
29,-83.25610,39.81207,942.65,287.32
30,-83.25686,39.81207,945.77,288.27
31,-83.25762,39.81207,945.77,288.27
32,-83.25838,39.81207,944.85,287.99
33,-83.25914,39.81207,944.19,287.79
34,-83.25990,39.81207,944.52,287.89
35,-83.26066,39.81207,943.93,287.71
36,-83.26143,39.81207,945.57,288.21
37,-83.26219,39.81207,947.05,288.66
38,-83.26295,39.81207,946.92,288.62
39,-83.26371,39.81207,947.15,288.69
40,-83.26447,39.81207,949.11,289.29
41,-83.26523,39.81207,950.92,289.84
42,-83.26599,39.81207,951.05,289.88
43,-83.26675,39.81207,953.38,290.59
44,-83.26752,39.81207,952.49,290.32
45,-83.26828,39.81207,950.52,289.72
46,-83.26904,39.81207,951.15,289.91
47,-83.26980,39.81207,956.50,291.54
48,-83.27056,39.81207,949.18,289.31
49,-83.27132,39.81207,948.46,289.09
50,-83.27208,39.81207,949.31,289.35
51,-83.27284,39.81207,952.72,290.39
52,-83.27361,39.81207,955.91,291.36
53,-83.27437,39.81207,955.31,291.18
54,-83.27513,39.81207,956.30,291.48
55,-83.27589,39.81207,954.40,290.90
56,-83.27665,39.81207,956.73,291.61
57,-83.27741,39.81207,959.09,292.33
58,-83.27817,39.81207,959.06,292.32
59,-83.27893,39.81207,961.02,292.92
60,-83.27969,39.81207,960.63,292.80
61,-83.28046,39.81207,960.33,292.71
62,-83.28122,39.81207,961.78,293.15
63,-83.28198,39.81207,961.48,293.06
64,-83.28274,39.81207,959.22,292.37
65,-83.28350,39.81207,960.50,292.76
66,-83.28426,39.81207,961.48,293.06
67,-83.28502,39.81207,961.78,293.15
68,-83.28578,39.81207,961.88,293.18
69,-83.28655,39.81207,962.27,293.30
70,-83.28731,39.81207,963.75,293.75
71,-83.28807,39.81207,963.91,293.80
72,-83.28883,39.81207,962.76,293.45
73,-83.28959,39.81207,961.78,293.15
74,-83.29035,39.81207,958.96,292.29
75,-83.29111,39.81207,957.28,291.78
76,-83.29187,39.81207,957.68,291.90
77,-83.29264,39.81207,958.43,292.13
78,-83.29340,39.81207,957.12,291.73
79,-83.29416,39.81207,946.03,288.35
80,-83.29492,39.81207,953.48,290.62
81,-83.29568,39.81207,946.98,288.64
82,-83.29644,39.81207,928.58,283.03
83,-83.29720,39.81207,934.22,284.75
84,-83.29796,39.81207,941.37,286.93
85,-83.29872,39.81207,946.29,288.43
86,-83.29949,39.81207,951.71,290.08
87,-83.30025,39.81207,952.53,290.33
88,-83.30101,39.81207,953.18,290.53
89,-83.30177,39.81207,956.76,291.62
90,-83.30253,39.81207,958.66,292.20
91,-83.30329,39.81207,962.93,293.50
92,-83.30405,39.81207,964.73,294.05
93,-83.30481,39.81207,961.75,293.14
94,-83.30558,39.81207,960.27,292.69
95,-83.30634,39.81207,959.02,292.31
96,-83.30710,39.81207,956.89,291.66
97,-83.30786,39.81207,952.62,290.36
98,-83.30862,39.81207,941.67,287.02
99,-83.30938,39.81207,921.88,280.99
100,-83.31014,39.81207,921.62,280.91
101,-83.31014,39.81148,920.44,280.55
102,-83.31090,39.81148,935.33,285.09
103,-83.31167,39.81148,913.94,278.57
104,-83.31243,39.81148,903.77,275.47
105,-83.31319,39.81148,908.20,276.82
106,-83.31395,39.81148,906.99,276.45
107,-83.31471,39.81148,908.53,276.92
108,-83.31547,39.81148,908.83,277.01
109,-83.31623,39.81148,903.87,275.50
110,-83.31699,39.81148,914.27,278.67
111,-83.31775,39.81148,920.67,280.62
112,-83.31852,39.81148,920.90,280.69
113,-83.31928,39.81148,922.87,281.29
114,-83.32004,39.81148,922.31,281.12
115,-83.32080,39.81148,922.70,281.24
116,-83.32156,39.81148,921.16,280.77
117,-83.32232,39.81148,921.00,280.72
118,-83.32308,39.81148,922.31,281.12
119,-83.32384,39.81148,923.72,281.55
120,-83.32461,39.81148,926.15,282.29
121,-83.32537,39.81148,930.15,283.51
122,-83.32613,39.81148,936.61,285.48
123,-83.32689,39.81148,940.35,286.62
124,-83.32765,39.81148,937.73,285.82
125,-83.32841,39.81148,934.06,284.70
126,-83.32917,39.81148,934.58,284.86
127,-83.32993,39.81148,939.53,286.37
128,-83.33070,39.81148,946.36,288.45
129,-83.33146,39.81148,948.59,289.13
130,-83.33222,39.81148,950.66,289.76
131,-83.33298,39.81148,950.75,289.79
132,-83.33374,39.81148,950.43,289.69
133,-83.33450,39.81148,950.39,289.68
134,-83.33526,39.81148,952.59,290.35
135,-83.33602,39.81148,952.85,290.43
136,-83.33678,39.81148,953.51,290.63
137,-83.33755,39.81148,954.95,291.07
138,-83.33831,39.81148,954.86,291.04
139,-83.33907,39.81148,955.31,291.18
140,-83.33983,39.81148,954.92,291.06
141,-83.34059,39.81148,955.45,291.22
142,-83.34135,39.81148,956.69,291.60
143,-83.34211,39.81148,956.82,291.64
144,-83.34287,39.81148,954.69,290.99
145,-83.34364,39.81148,956.66,291.59
146,-83.34440,39.81148,956.20,291.45
147,-83.34516,39.81148,957.28,291.78
148,-83.34592,39.81148,957.74,291.92
149,-83.34668,39.81148,959.02,292.31
150,-83.34744,39.81148,961.91,293.19
151,-83.34820,39.81148,962.99,293.52
152,-83.34896,39.81148,964.80,294.07
153,-83.34973,39.81148,969.19,295.41
154,-83.35049,39.81148,968.34,295.15
155,-83.35125,39.81148,967.78,294.98
156,-83.35201,39.81148,967.72,294.96
157,-83.35277,39.81148,968.93,295.33
158,-83.35353,39.81148,969.49,295.50
159,-83.35429,39.81148,970.83,295.91
160,-83.35505,39.81148,971.42,296.09
161,-83.35581,39.81148,971.59,296.14
162,-83.35658,39.81148,971.23,296.03
163,-83.35734,39.81148,970.57,295.83
164,-83.35810,39.81148,970.24,295.73
165,-83.35886,39.81148,972.31,296.36
166,-83.35962,39.81148,974.84,297.13
167,-83.36038,39.81148,-9999,-9999
168,-83.36114,39.81148,979.07,298.42
169,-83.36190,39.81148,977.79,298.03
170,-83.36267,39.81148,976.44,297.62
171,-83.36343,39.81148,975.33,297.28
172,-83.36419,39.81148,975.89,297.45
173,-83.36495,39.81148,976.94,297.77
174,-83.36571,39.81148,977.59,297.97
175,-83.36647,39.81148,978.58,298.27
176,-83.36723,39.81148,978.12,298.13
177,-83.36799,39.81148,979.79,298.64
178,-83.36876,39.81148,980.35,298.81
179,-83.36952,39.81148,978.05,298.11
180,-83.37028,39.81148,980.61,298.89
181,-83.37104,39.81148,981.89,299.28
182,-83.37180,39.81148,981.10,299.04
183,-83.37256,39.81148,980.91,298.98
184,-83.37332,39.81148,980.94,298.99
185,-83.37408,39.81148,984.91,300.20
186,-83.37484,39.81148,984.74,300.15
187,-83.37561,39.81148,987.53,301.00
188,-83.37637,39.81148,986.09,300.56
189,-83.37713,39.81148,985.66,300.43
190,-83.37789,39.81148,986.29,300.62
191,-83.37865,39.81148,986.94,300.82
192,-83.37941,39.81148,985.63,300.42
193,-83.38017,39.81148,986.42,300.66
194,-83.38093,39.81148,986.48,300.68
195,-83.38170,39.81148,987.89,301.11
196,-83.38246,39.81148,987.63,301.03
197,-83.38322,39.81148,987.04,300.85
198,-83.38398,39.81148,987.34,300.94
199,-83.38474,39.81148,986.02,300.54
200,-83.38550,39.81148,986.98,300.83
201,-83.38550,39.81090,987.01,300.84
202,-83.38626,39.81090,988.16,301.19
203,-83.38702,39.81090,990.85,302.01
204,-83.38779,39.81090,990.35,301.86
205,-83.38855,39.81090,989.01,301.45
206,-83.38931,39.81090,989.96,301.74
207,-83.39007,39.81090,989.30,301.54
208,-83.39083,39.81090,988.35,301.25
209,-83.39159,39.81090,988.71,301.36
210,-83.39235,39.81090,988.91,301.42
211,-83.39311,39.81090,989.70,301.66
212,-83.39387,39.81090,989.86,301.71
213,-83.39464,39.81090,991.99,302.36
214,-83.39540,39.81090,992.39,302.48
215,-83.39616,39.81090,993.44,302.80
216,-83.39692,39.81090,992.26,302.44
217,-83.39768,39.81090,991.96,302.35
218,-83.39844,39.81090,992.42,302.49
219,-83.39920,39.81090,-9999,-9999
220,-83.39996,39.81090,994.36,303.08
221,-83.40073,39.81090,995.24,303.35
222,-83.40149,39.81090,996.26,303.66
223,-83.40225,39.81090,997.05,303.90
224,-83.40301,39.81090,997.67,304.09
225,-83.40377,39.81090,998.36,304.30
226,-83.40453,39.81090,998.65,304.39
227,-83.40529,39.81090,999.15,304.54
228,-83.40605,39.81090,1000.07,304.82
229,-83.40682,39.81090,999.15,304.54
230,-83.40758,39.81090,998.98,304.49
231,-83.40834,39.81090,999.87,304.76
232,-83.40910,39.81090,999.31,304.59
233,-83.40986,39.81090,997.80,304.13
234,-83.41062,39.81090,997.51,304.04
235,-83.41138,39.81090,997.11,303.92
236,-83.41214,39.81090,996.75,303.81
237,-83.41290,39.81090,997.38,304.00
238,-83.41367,39.81090,997.08,303.91
239,-83.41443,39.81090,997.51,304.04
240,-83.41519,39.81090,998.92,304.47
241,-83.41595,39.81090,1000.39,304.92
242,-83.41671,39.81090,1002.00,305.41
243,-83.41747,39.81090,1005.94,306.61
244,-83.41823,39.81090,1005.84,306.58
245,-83.41899,39.81090,1007.35,307.04
246,-83.41976,39.81090,1007.87,307.20
247,-83.42052,39.81090,1006.73,306.85
248,-83.42128,39.81090,1006.56,306.80
249,-83.42204,39.81090,1006.76,306.86
250,-83.42280,39.81090,1008.73,307.46
251,-83.42356,39.81090,1009.22,307.61
252,-83.42432,39.81090,1012.04,308.47
253,-83.42508,39.81090,1010.24,307.92
254,-83.42585,39.81090,1011.61,308.34
255,-83.42661,39.81090,1012.63,308.65
256,-83.42737,39.81090,1014.70,309.28
257,-83.42813,39.81090,1011.25,308.23
258,-83.42889,39.81090,1014.11,309.10
259,-83.42965,39.81090,1012.73,308.68
260,-83.43041,39.81090,1011.02,308.16
