"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-79.61756,39.84012,2065.65,629.61
2,-79.61832,39.84012,2057.15,627.02
3,-79.61908,39.84012,2029.40,618.56
4,-79.61985,39.84012,1995.24,608.15
5,-79.62061,39.84012,1942.72,592.14
6,-79.62137,39.84012,1917.91,584.58
7,-79.62213,39.84012,1951.67,594.87
8,-79.62289,39.84012,1968.37,599.96
9,-79.62365,39.84012,1963.48,598.47
10,-79.62441,39.84012,1981.00,603.81
11,-79.62517,39.84012,1987.04,605.65
12,-79.62593,39.84012,1986.91,605.61
13,-79.62670,39.84012,1986.61,605.52
14,-79.62746,39.84012,1980.94,603.79
15,-79.62822,39.84012,1933.96,589.47
16,-79.62898,39.84012,1892.19,576.74
17,-79.62974,39.84012,1854.13,565.14
18,-79.63050,39.84012,1838.62,560.41
19,-79.63126,39.84012,1923.95,586.42
20,-79.63202,39.84012,1978.97,603.19
21,-79.63279,39.84012,1995.70,608.29
22,-79.63355,39.84012,1973.39,601.49
23,-79.63431,39.84012,1951.71,594.88
24,-79.63507,39.84012,1974.28,601.76
25,-79.63583,39.84012,1991.54,607.02
26,-79.63659,39.84012,1990.32,606.65
27,-79.63735,39.84012,2009.15,612.39
28,-79.63811,39.84012,2042.85,622.66
29,-79.63888,39.84012,2055.05,626.38
30,-79.63964,39.84012,2020.11,615.73
31,-79.64040,39.84012,1979.17,603.25
32,-79.64116,39.84012,1988.91,606.22
33,-79.64192,39.84012,1993.44,607.60
34,-79.64268,39.84012,1994.95,608.06
35,-79.64344,39.84012,1995.18,608.13
36,-79.64420,39.84012,2013.91,613.84
37,-79.64496,39.84012,2030.77,618.98
38,-79.64573,39.84012,2049.08,624.56
39,-79.64649,39.84012,2089.21,636.79
40,-79.64725,39.84012,2139.57,652.14
41,-79.64801,39.84012,2179.59,664.34
42,-79.64877,39.84012,2210.40,673.73
43,-79.64953,39.84012,2256.86,687.89
44,-79.65029,39.84012,2310.40,704.21
45,-79.65105,39.84012,2348.46,715.81
46,-79.65182,39.84012,2356.04,718.12
47,-79.65258,39.84012,2346.65,715.26
48,-79.65334,39.84012,2336.61,712.20
49,-79.65410,39.84012,2382.22,726.10
50,-79.65486,39.84012,2446.13,745.58
51,-79.65562,39.84012,2477.92,755.27
52,-79.65638,39.84012,2495.08,760.50
53,-79.65714,39.84012,2508.01,764.44
54,-79.65791,39.84012,2526.44,770.06
55,-79.65867,39.84012,2537.11,773.31
56,-79.65943,39.84012,2531.04,771.46
57,-79.66019,39.84012,2515.29,766.66
58,-79.66095,39.84012,2477.66,755.19
59,-79.66171,39.84012,2469.09,752.58
60,-79.66247,39.84012,2527.17,770.28
61,-79.66323,39.84012,2543.83,775.36
62,-79.66399,39.84012,2549.84,777.19
63,-79.66476,39.84012,2552.13,777.89
64,-79.66552,39.84012,2546.69,776.23
65,-79.66628,39.84012,2528.87,770.80
66,-79.66704,39.84012,2494.69,760.38
67,-79.66780,39.84012,2449.67,746.66
68,-79.66856,39.84012,2416.11,736.43
69,-79.66932,39.84012,2415.72,736.31
70,-79.67008,39.84012,2415.94,736.38
71,-79.67085,39.84012,2412.63,735.37
72,-79.67161,39.84012,2406.73,733.57
73,-79.67237,39.84012,2396.42,730.43
74,-79.67313,39.84012,2345.11,714.79
75,-79.67389,39.84012,2302.30,701.74
76,-79.67465,39.84012,2226.18,678.54
77,-79.67541,39.84012,2160.33,658.47
78,-79.67617,39.84012,2094.16,638.30
79,-79.67694,39.84012,2041.60,622.28
80,-79.67770,39.84012,2019.36,615.50
81,-79.67846,39.84012,1971.26,600.84
82,-79.67922,39.84012,1951.05,594.68
83,-79.67998,39.84012,1931.10,588.60
84,-79.68074,39.84012,1864.40,568.27
85,-79.68150,39.84012,1895.18,577.65
86,-79.68226,39.84012,1998.88,609.26
87,-79.68302,39.84012,2143.93,653.47
88,-79.68379,39.84012,2226.21,678.55
