"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
116,-81.51295,39.82551,1036.45,315.91
117,-81.51371,39.82551,1009.42,307.67
118,-81.51447,39.82551,992.75,302.59
119,-81.51523,39.82551,992.39,302.48
120,-81.51599,39.82551,1007.81,307.18
121,-81.51676,39.82551,1027.56,313.20
122,-81.51752,39.82551,1059.94,323.07
123,-81.51828,39.82551,1103.54,336.36
124,-81.51904,39.82551,1073.62,327.24
125,-81.51980,39.82551,1041.34,317.40
126,-81.52056,39.82551,1007.02,306.94
127,-81.52132,39.82551,999.93,304.78
128,-81.52208,39.82551,998.95,304.48
129,-81.52285,39.82551,1004.89,306.29
130,-81.52361,39.82551,999.77,304.73
131,-81.52437,39.82551,993.73,302.89
132,-81.52513,39.82551,972.87,296.53
133,-81.52589,39.82551,976.57,297.66
134,-81.52665,39.82551,985.37,300.34
135,-81.52741,39.82551,977.66,297.99
136,-81.52817,39.82551,964.67,294.03
137,-81.52893,39.82551,982.91,299.59
138,-81.52970,39.82551,944.42,287.86
139,-81.53046,39.82551,958.56,292.17
140,-81.53122,39.82551,953.67,290.68
141,-81.53198,39.82551,930.68,283.67
142,-81.53274,39.82551,918.01,279.81
143,-81.53350,39.82551,947.28,288.73
144,-81.53426,39.82551,931.96,284.06
145,-81.53502,39.82551,938.35,286.01
146,-81.53579,39.82551,908.10,276.79
147,-81.53655,39.82551,944.39,287.85
148,-81.53731,39.82551,930.61,283.65
149,-81.53807,39.82551,960.30,292.70
150,-81.53883,39.82551,940.29,286.60
151,-81.53959,39.82551,930.51,283.62
152,-81.54035,39.82551,936.32,285.39
153,-81.54111,39.82551,960.70,292.82
154,-81.54188,39.82551,972.93,296.55
155,-81.54264,39.82551,981.76,299.24
156,-81.54340,39.82551,1010.04,307.86
157,-81.54416,39.82551,1018.83,310.54
158,-81.54492,39.82551,1025.66,312.62
159,-81.54568,39.82551,1039.80,316.93
160,-81.54644,39.82551,1034.78,315.40
161,-81.54720,39.82551,1005.84,306.58
162,-81.54796,39.82551,990.12,301.79
163,-81.54873,39.82551,991.99,302.36
164,-81.54949,39.82551,977.43,297.92
165,-81.55025,39.82551,937.27,285.68
166,-81.55101,39.82551,938.42,286.03
167,-81.55177,39.82551,973.65,296.77
168,-81.55253,39.82551,985.76,300.46
169,-81.55329,39.82551,968.77,295.28
170,-81.55405,39.82551,965.88,294.40
171,-81.55482,39.82551,974.02,296.88
172,-81.55558,39.82551,976.57,297.66
173,-81.55634,39.82551,965.52,294.29
174,-81.55710,39.82551,969.26,295.43
175,-81.55786,39.82551,970.54,295.82
176,-81.55862,39.82551,957.71,291.91
177,-81.55938,39.82551,921.59,280.90
178,-81.56014,39.82551,880.28,268.31
179,-81.56091,39.82551,912.73,278.20
180,-81.56167,39.82551,849.31,258.87
181,-81.56243,39.82551,866.63,264.15
182,-81.56319,39.82551,857.25,261.29
183,-81.56395,39.82551,854.43,260.43
184,-81.56471,39.82551,880.45,268.36
185,-81.56547,39.82551,919.91,280.39
186,-81.56623,39.82551,925.95,282.23
187,-81.56699,39.82551,884.09,269.47
188,-81.56776,39.82551,916.11,279.23
189,-81.56852,39.82551,892.59,272.06
190,-81.56928,39.82551,885.99,270.05
191,-81.57004,39.82551,921.69,280.93
192,-81.57080,39.82551,915.45,279.03
193,-81.57156,39.82551,924.77,281.87
194,-81.57232,39.82551,918.93,280.09
195,-81.57308,39.82551,912.20,278.04
196,-81.57385,39.82551,889.40,271.09
197,-81.57461,39.82551,897.83,273.66
198,-81.57537,39.82551,900.52,274.48
199,-81.57613,39.82551,872.64,265.98
200,-81.57689,39.82551,811.38,247.31
201,-81.57689,39.82493,818.90,249.60
202,-81.57765,39.82493,766.96,233.77
203,-81.57841,39.82493,790.22,240.86
204,-81.57917,39.82493,860.04,262.14
205,-81.57994,39.82493,912.14,278.02
206,-81.58070,39.82493,922.57,281.20
207,-81.58146,39.82493,927.03,282.56
208,-81.58222,39.82493,901.90,274.90
209,-81.58298,39.82493,916.40,279.32
210,-81.58374,39.82493,932.15,284.12
211,-81.58450,39.82493,-9999,-9999
212,-81.58526,39.82493,934.19,284.74
213,-81.58602,39.82493,952.62,290.36
214,-81.58679,39.82493,960.60,292.79
215,-81.58755,39.82493,964.24,293.90
216,-81.58831,39.82493,967.29,294.83
217,-81.58907,39.82493,965.49,294.28
218,-81.58983,39.82493,939.17,286.26
219,-81.59059,39.82493,884.78,269.68
220,-81.59135,39.82493,824.08,251.18
221,-81.59211,39.82493,791.50,241.25
222,-81.59288,39.82493,864.17,263.40
223,-81.59364,39.82493,963.81,293.77
224,-81.59440,39.82493,959.94,292.59
225,-81.59516,39.82493,977.69,298.00
226,-81.59592,39.82493,982.12,299.35
227,-81.59668,39.82493,966.99,294.74
228,-81.59744,39.82493,944.29,287.82
229,-81.59820,39.82493,940.49,286.66
230,-81.59897,39.82493,948.95,289.24
231,-81.59973,39.82493,963.06,293.54
232,-81.60049,39.82493,950.89,289.83
233,-81.60125,39.82493,942.49,287.27
234,-81.60201,39.82493,958.99,292.30
235,-81.60277,39.82493,943.44,287.56
236,-81.60353,39.82493,953.61,290.66
237,-81.60429,39.82493,927.92,282.83
238,-81.60505,39.82493,915.98,279.19
239,-81.60582,39.82493,922.93,281.31
240,-81.60658,39.82493,945.18,288.09
241,-81.60734,39.82493,932.51,284.23
242,-81.60810,39.82493,928.54,283.02
243,-81.60886,39.82493,945.05,288.05
244,-81.60962,39.82493,972.18,296.32
245,-81.61038,39.82493,1019.98,310.89
246,-81.61114,39.82493,1058.43,322.61
247,-81.61191,39.82493,1021.03,311.21
248,-81.61267,39.82493,1014.76,309.30
249,-81.61343,39.82493,1011.38,308.27
250,-81.61419,39.82493,976.18,297.54
251,-81.61495,39.82493,950.95,289.85
252,-81.61571,39.82493,973.92,296.85
253,-81.61647,39.82493,978.77,298.33
254,-81.61723,39.82493,1001.61,305.29
255,-81.61800,39.82493,1028.02,313.34
256,-81.61876,39.82493,1052.66,320.85
257,-81.61952,39.82493,1044.98,318.51
258,-81.62028,39.82493,1037.96,316.37
259,-81.62104,39.82493,1058.40,322.60
260,-81.62180,39.82493,1059.71,323.00
261,-81.62256,39.82493,1049.28,319.82
262,-81.62332,39.82493,1054.20,321.32
263,-81.62408,39.82493,1049.74,319.96
264,-81.62485,39.82493,1016.27,309.76
265,-81.62561,39.82493,1042.13,317.64
266,-81.62637,39.82493,1026.80,312.97
267,-81.62713,39.82493,1051.35,320.45
268,-81.62789,39.82493,1031.53,314.41
269,-81.62865,39.82493,994.36,303.08
270,-81.62941,39.82493,1000.36,304.91
271,-81.63017,39.82493,1035.76,315.70
272,-81.63094,39.82493,1042.42,317.73
273,-81.63170,39.82493,1048.03,319.44
274,-81.63246,39.82493,1035.66,315.67
275,-81.63322,39.82493,1027.30,313.12
276,-81.63398,39.82493,1028.02,313.34
277,-81.63474,39.82493,1032.19,314.61
278,-81.63550,39.82493,1036.94,316.06
279,-81.63626,39.82493,1031.10,314.28
280,-81.63703,39.82493,1001.57,305.28
281,-81.63779,39.82493,980.02,298.71
282,-81.63855,39.82493,989.57,301.62
283,-81.63931,39.82493,1036.22,315.84
284,-81.64007,39.82493,1064.04,324.32
285,-81.64083,39.82493,1052.82,320.90
286,-81.64159,39.82493,1028.90,313.61
287,-81.64235,39.82493,1021.82,311.45
288,-81.64311,39.82493,1057.09,322.20
289,-81.64388,39.82493,1066.86,325.18
290,-81.64464,39.82493,1042.59,317.78
291,-81.64540,39.82493,1050.95,320.33
292,-81.64616,39.82493,1033.69,315.07
293,-81.64692,39.82493,1005.58,306.50
294,-81.64768,39.82493,997.47,304.03
295,-81.64844,39.82493,978.81,298.34
296,-81.64920,39.82493,968.93,295.33
297,-81.64997,39.82493,939.83,286.46
298,-81.65073,39.82493,937.07,285.62
299,-81.65149,39.82493,937.07,285.62
300,-81.65225,39.82493,955.31,291.18
301,-81.65225,39.82434,985.79,300.47
302,-81.65301,39.82434,1013.06,308.78
303,-81.65377,39.82434,1033.27,314.94
304,-81.65453,39.82434,1037.24,316.15
305,-81.65529,39.82434,1048.36,319.54
306,-81.65606,39.82434,1049.08,319.76
307,-81.65682,39.82434,1048.98,319.73
308,-81.65758,39.82434,1057.78,322.41
309,-81.65834,39.82434,1061.68,323.60
310,-81.65910,39.82434,1063.12,324.04
311,-81.65986,39.82434,1063.48,324.15
312,-81.66062,39.82434,1065.12,324.65
313,-81.66138,39.82434,1065.06,324.63
314,-81.66214,39.82434,1057.61,322.36
315,-81.66291,39.82434,1050.95,320.33
316,-81.66367,39.82434,1034.28,315.25
317,-81.66443,39.82434,1007.78,307.17
318,-81.66519,39.82434,977.33,297.89
319,-81.66595,39.82434,922.31,281.12
320,-81.66671,39.82434,919.42,280.24
321,-81.66747,39.82434,895.01,272.80
322,-81.66823,39.82434,871.95,265.77
323,-81.66900,39.82434,856.00,260.91
324,-81.66976,39.82434,852.62,259.88
325,-81.67052,39.82434,853.08,260.02
326,-81.67128,39.82434,862.86,263.00
327,-81.67204,39.82434,896.49,273.25
328,-81.67280,39.82434,938.35,286.01
329,-81.67356,39.82434,948.65,289.15
330,-81.67432,39.82434,920.51,280.57
331,-81.67509,39.82434,947.64,288.84
332,-81.67585,39.82434,949.21,289.32
333,-81.67661,39.82434,948.92,289.23
334,-81.67737,39.82434,954.99,291.08
335,-81.67813,39.82434,929.86,283.42
336,-81.67889,39.82434,939.44,286.34
337,-81.67965,39.82434,913.58,278.46
338,-81.68041,39.82434,949.28,289.34
339,-81.68117,39.82434,985.76,300.46
340,-81.68194,39.82434,951.54,290.03
341,-81.68270,39.82434,977.76,298.02
342,-81.68346,39.82434,965.88,294.40
343,-81.68422,39.82434,977.49,297.94
344,-81.68498,39.82434,985.73,300.45
345,-81.68574,39.82434,979.99,298.70
346,-81.68650,39.82434,1009.97,307.84
347,-81.68726,39.82434,1014.07,309.09
348,-81.68803,39.82434,1003.77,305.95
349,-81.68879,39.82434,1009.81,307.79
350,-81.68955,39.82434,1025.16,312.47
351,-81.69031,39.82434,1032.12,314.59
352,-81.69107,39.82434,1045.28,318.60
353,-81.69183,39.82434,1053.81,321.20
354,-81.69259,39.82434,1061.78,323.63
355,-81.69335,39.82434,1064.60,324.49
356,-81.69412,39.82434,1060.14,323.13
357,-81.69488,39.82434,1052.10,320.68
358,-81.69564,39.82434,1047.15,319.17
359,-81.69640,39.82434,1042.52,317.76
360,-81.69716,39.82434,1042.45,317.74
361,-81.69792,39.82434,1043.08,317.93
362,-81.69868,39.82434,1038.12,316.42
363,-81.69944,39.82434,1034.38,315.28
364,-81.70020,39.82434,1028.74,313.56
365,-81.70097,39.82434,1021.29,311.29
366,-81.70173,39.82434,1011.52,308.31
367,-81.70249,39.82434,999.61,304.68
368,-81.70325,39.82434,950.62,289.75
369,-81.70401,39.82434,905.28,275.93
370,-81.70477,39.82434,869.46,265.01
371,-81.70553,39.82434,861.58,262.61
372,-81.70629,39.82434,883.37,269.25
373,-81.70706,39.82434,938.94,286.19
374,-81.70782,39.82434,959.91,292.58
375,-81.70858,39.82434,983.92,299.90
376,-81.70934,39.82434,1003.87,305.98
377,-81.71010,39.82434,1005.94,306.61
378,-81.71086,39.82434,997.11,303.92
379,-81.71162,39.82434,989.01,301.45
380,-81.71238,39.82434,988.65,301.34
381,-81.71315,39.82434,996.33,303.68
382,-81.71391,39.82434,991.93,302.34
383,-81.71467,39.82434,1019.00,310.59
384,-81.71543,39.82434,1032.84,314.81
385,-81.71619,39.82434,1034.51,315.32
386,-81.71695,39.82434,1037.24,316.15
387,-81.71771,39.82434,1043.70,318.12
388,-81.71847,39.82434,1046.78,319.06
389,-81.71923,39.82434,1048.26,319.51
390,-81.72000,39.82434,1042.65,317.80
391,-81.72076,39.82434,1056.53,322.03
392,-81.72152,39.82434,1068.14,325.57
393,-81.72228,39.82434,1073.62,327.24
394,-81.72304,39.82434,1073.79,327.29
395,-81.72380,39.82434,1071.69,326.65
396,-81.72456,39.82434,1072.28,326.83
397,-81.72532,39.82434,1066.73,325.14
398,-81.72609,39.82434,1065.29,324.70
399,-81.72685,39.82434,1055.54,321.73
400,-81.72761,39.82434,1044.42,318.34
